Territorialidades;% indivíduos pertencentes ao quinto mais pobre da distribuição dos indivíduos segundo a renda domiciliar per capita 1991;% indivíduos pertencentes ao quinto mais pobre da distribuição dos indivíduos segundo a renda domiciliar per capita 2000;% indivíduos pertencentes ao quinto mais pobre da distribuição dos indivíduos segundo a renda domiciliar per capita 2010;% indivíduos pertencentes aos dois quintos mais pobres da distribuição dos indivíduos segundo a renda domiciliar per capita 1991;% indivíduos pertencentes aos dois quintos mais pobres da distribuição dos indivíduos segundo a renda domiciliar per capita 2000;% indivíduos pertencentes aos dois quintos mais pobres da distribuição dos indivíduos segundo a renda domiciliar per capita 2010;% indivíduos pertencentes aos três quintos mais pobres da distribuição dos indivíduos segundo a renda domiciliar per capita 1991;% indivíduos pertencentes aos três quintos mais pobres da distribuição dos indivíduos segundo a renda domiciliar per capita 2000;% indivíduos pertencentes aos três quintos mais pobres da distribuição dos indivíduos segundo a renda domiciliar per capita 2010;% indivíduos pertencentes aos quatro quintos mais pobres da distribuição dos indivíduos segundo a renda domiciliar per capita 1991;% indivíduos pertencentes aos quatro quintos mais pobres da distribuição dos indivíduos segundo a renda domiciliar per capita 2000;% indivíduos pertencentes aos quatro quintos mais pobres da distribuição dos indivíduos segundo a renda domiciliar per capita 2010;% dos ocupados sem rendimento 1991;% dos ocupados sem rendimento 2000;% dos ocupados sem rendimento 2010;% dos ocupados com rendimento de até 1 salário mínimo 1991;% dos ocupados com rendimento de até 1 salário mínimo 2000;% dos ocupados com rendimento de até 1 salário mínimo 2010;% dos ocupados com rendimento de até 2 salários mínimo 1991;% dos ocupados com rendimento de até 2 salários mínimo 2000;% dos ocupados com rendimento de até 2 salários mínimo 2010;% dos ocupados com rendimento de até 3 salários mínimo 1991;% dos ocupados com rendimento de até 3 salários mínimo 2000;% dos ocupados com rendimento de até 3 salários mínimo 2010;% dos ocupados com rendimento de até 5 salários mínimo 1991;% dos ocupados com rendimento de até 5 salários mínimo 2000;% dos ocupados com rendimento de até 5 salários mínimo 2010;Produto Interno Bruto per capita 2013;Produto Interno Bruto per capita 2014;Produto Interno Bruto per capita 2015;Produto Interno Bruto per capita 2016;Razão 10% mais ricos / 40% mais pobres 2012;Razão 10% mais ricos / 40% mais pobres 2013;Razão 10% mais ricos / 40% mais pobres 2014;Razão 10% mais ricos / 40% mais pobres 2015;Razão 10% mais ricos / 40% mais pobres 2016;Razão 10% mais ricos / 40% mais pobres 2017;Razão 10% mais ricos / 40% mais pobres 2018;Razão 10% mais ricos / 40% mais pobres 2019;Razão 10% mais ricos / 40% mais pobres 2020;Razão 10% mais ricos / 40% mais pobres 2021;Índice de Atkinson - Longevidade 2012;Índice de Atkinson - Longevidade 2013;Índice de Atkinson - Longevidade 2014;Índice de Atkinson - Longevidade 2015;Índice de Atkinson - Longevidade 2016;Índice de Atkinson - Longevidade 2017;Índice de Atkinson - Longevidade 2018;Índice de Atkinson - Longevidade 2019;Índice de Atkinson - Longevidade 2020;Índice de Atkinson - Longevidade 2021;Índice de Atkinson - Educação 2012;Índice de Atkinson - Educação 2013;Índice de Atkinson - Educação 2014;Índice de Atkinson - Educação 2015;Índice de Atkinson - Educação 2016;Índice de Atkinson - Educação 2017;Índice de Atkinson - Educação 2018;Índice de Atkinson - Educação 2019;Índice de Atkinson - Educação 2020;Índice de Atkinson - Educação 2021;Índice de Atkinson - Renda 2012;Índice de Atkinson - Renda 2013;Índice de Atkinson - Renda 2014;Índice de Atkinson - Renda 2015;Índice de Atkinson - Renda 2016;Índice de Atkinson - Renda 2017;Índice de Atkinson - Renda 2018;Índice de Atkinson - Renda 2019;Índice de Atkinson - Renda 2020;Índice de Atkinson - Renda 2021;Renda per capita 1991;Renda per capita 2000;Renda per capita 2010;% da renda proveniente de rendimentos do trabalho 1991;% da renda proveniente de rendimentos do trabalho 2000;% da renda proveniente de rendimentos do trabalho 2010;Renda per capita média do 1º quinto mais pobre 1991;Renda per capita média do 1º quinto mais pobre 2000;Renda per capita média do 1º quinto mais pobre 2010;Renda domiciliar per capita máxima do 1º quinto mais pobre 1991;Renda domiciliar per capita máxima do 1º quinto mais pobre 2000;Renda domiciliar per capita máxima do 1º quinto mais pobre 2010;Renda per capita média do 2º quinto mais pobre 1991;Renda per capita média do 2º quinto mais pobre 2000;Renda per capita média do 2º quinto mais pobre 2010;Renda domiciliar per capita máxima do 2º quinto mais pobre 1991;Renda domiciliar per capita máxima do 2º quinto mais pobre 2000;Renda domiciliar per capita máxima do 2º quinto mais pobre 2010;Renda per capita média do 3º quinto mais pobre 1991;Renda per capita média do 3º quinto mais pobre 2000;Renda per capita média do 3º quinto mais pobre 2010;Renda domiciliar per capita máxima do 3º quinto mais pobre 1991;Renda domiciliar per capita máxima do 3º quinto mais pobre 2000;Renda domiciliar per capita máxima do 3º quinto mais pobre 2010;Renda per capita média do 4º quinto mais pobre 1991;Renda per capita média do 4º quinto mais pobre 2000;Renda per capita média do 4º quinto mais pobre 2010;Renda domiciliar per capita máxima do 4º quinto mais pobre 1991;Renda domiciliar per capita máxima do 4º quinto mais pobre 2000;Renda domiciliar per capita máxima do 4º quinto mais pobre 2010;Renda per capita média do quinto mais rico 1991;Renda per capita média do quinto mais rico 2000;Renda per capita média do quinto mais rico 2010;Renda per capita média do décimo mais rico 1991;Renda per capita média do décimo mais rico 2000;Renda per capita média do décimo mais rico 2010;Renda domiciliar per capita mínima do décimo mais rico 1991;Renda domiciliar per capita mínima do décimo mais rico 2000;Renda domiciliar per capita mínima do décimo mais rico 2010
Mamanguape (PB);4.6;3.34;2.83;13.04;11.36;10.61;25.75;23.19;22.88;44.9;41.76;43.39;;10.39;10.61;;79.02;42.51;;92.8;89.51;;95.49;94.47;;98.5;97.24;8.02;8.56;8.81;9.09;;;;;;;144.33;198.76;305.46;83.27;69.82;65.81;33.22;33.17;43.23;48.89;58.95;90.0;60.9;79.71;118.74;75.22;98.26;149.5;91.68;117.62;187.51;110.0;146.73;253.33;138.19;184.56;313.16;174.67;234.25;423.33;397.64;578.74;856.68;589.36;871.01;1206.31;242.89;368.95;627.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Manaíra (PB);5.03;2.25;2.02;14.09;8.85;7.95;27.14;21.09;21.71;46.35;42.58;45.04;;31.51;34.02;;89.2;73.25;;96.35;93.67;;97.81;98.24;;99.38;99.12;3.93;4.26;4.14;4.27;;;;;;;78.52;119.36;225.93;82.78;61.61;49.28;19.76;13.45;22.85;26.86;23.86;36.0;35.54;39.36;67.0;45.07;55.31;115.6;51.25;73.04;155.37;57.08;97.6;202.5;75.43;128.26;263.53;94.02;175.69;340.0;210.61;342.67;626.15;308.91;468.82;796.93;132.88;274.04;510.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marcação (PB);4.65;0.07;2.21;14.11;6.79;9.33;28.2;19.78;23.56;48.33;42.96;46.47;;39.64;33.45;;91.23;67.83;;98.68;96.47;;98.91;98.71;;99.73;99.55;6.27;6.49;5.94;5.93;;;;;;;90.92;98.17;209.46;81.06;57.95;58.79;21.14;0.33;23.11;32.24;4.55;41.0;43.01;32.99;74.61;54.32;49.13;106.0;64.05;63.78;148.98;75.8;87.84;186.25;91.51;113.74;240.04;106.31;147.38;300.71;234.89;280.0;562.65;355.67;392.68;760.33;127.6;195.21;466.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mari (PB);5.23;3.9;3.22;15.14;11.57;12.01;30.67;23.92;26.68;52.52;44.16;50.68;;12.02;16.19;;84.23;62.95;;94.25;94.17;;96.93;97.63;;98.26;98.89;5.17;5.46;5.63;5.91;;;;;;;107.62;177.75;250.22;78.23;65.82;52.05;28.12;34.71;40.33;41.37;50.75;71.11;53.35;68.11;109.88;67.69;84.72;145.71;83.54;109.76;183.63;97.31;140.55;240.75;117.62;179.87;300.17;139.97;233.08;382.5;255.47;496.31;624.14;355.51;713.92;798.01;176.29;317.02;530.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marizópolis (PB);5.87;2.56;2.75;16.78;11.61;11.09;31.18;25.8;24.36;55.16;48.63;45.68;;6.22;12.29;;77.78;54.03;;93.24;88.83;;95.03;94.84;;99.04;98.22;4.58;5.17;5.18;5.32;;;;;;;85.8;168.92;299.15;63.78;59.5;55.48;25.17;21.6;41.17;39.49;52.06;85.2;46.81;76.49;124.7;52.23;97.6;157.5;61.8;119.77;198.45;73.87;156.56;250.0;102.87;192.84;318.96;137.15;235.88;408.33;192.37;433.88;810.32;212.81;584.45;1133.09;188.04;374.15;550.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Massaranduba (PB);3.66;0.08;2.83;12.13;5.77;12.76;26.07;18.17;27.9;46.64;40.37;50.66;;45.61;33.16;;87.78;56.7;;97.43;95.78;;98.03;98.0;;98.84;98.95;5.05;5.36;5.06;4.66;;;;;;;109.15;155.26;247.98;67.53;53.08;56.56;19.98;0.59;35.08;34.19;11.15;85.0;46.2;44.22;123.12;62.68;65.5;155.0;76.09;96.27;187.77;89.32;130.14;225.0;112.27;172.34;282.21;137.41;216.03;340.0;291.24;462.87;616.18;423.62;669.24;738.36;178.64;294.77;510.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mataraca (PB);4.72;3.0;2.75;14.51;11.3;11.79;29.29;24.52;25.98;50.89;45.74;47.97;;19.59;14.71;;80.27;41.41;;95.53;93.04;;96.47;97.34;;99.31;98.84;17.99;18.58;17.77;18.89;;;;;;;118.21;150.36;219.95;87.39;74.19;63.36;27.92;22.52;30.24;47.01;46.85;66.67;57.85;62.45;99.42;71.69;78.08;125.78;87.32;99.35;156.04;106.56;126.33;192.67;127.68;159.55;241.91;145.73;196.51;320.5;290.26;407.94;568.5;411.34;563.29;754.0;195.43;312.33;505.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Matinhas (PB);3.22;3.68;3.78;11.91;11.78;13.39;25.64;24.57;28.5;45.89;47.75;52.4;;24.85;18.27;;90.39;71.8;;96.46;96.93;;98.38;98.57;;98.66;99.27;7.45;7.31;6.8;6.41;;;;;;;77.16;137.42;217.6;80.73;60.07;52.59;12.44;25.3;41.08;23.51;43.92;72.4;33.52;55.66;104.57;47.01;62.95;127.5;52.98;87.82;164.47;62.68;117.13;202.22;78.11;159.26;260.0;104.68;205.95;336.67;208.77;359.03;523.84;261.2;465.6;654.42;190.66;294.77;510.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mato Grosso (PB);5.07;3.63;3.74;14.42;13.23;13.45;28.82;28.69;27.95;52.28;53.55;49.68;;18.07;31.02;;87.21;54.93;;97.11;93.45;;98.52;96.06;;99.32;98.31;4.91;5.48;5.17;5.11;;;;;;;71.27;149.13;271.56;76.89;53.93;53.81;18.08;27.08;50.83;27.65;48.8;112.2;33.31;71.58;131.81;44.66;89.02;155.0;51.3;115.3;196.89;62.05;140.55;250.0;83.61;185.36;295.02;97.78;243.45;350.0;170.08;346.33;683.48;221.55;431.4;929.95;147.75;284.03;527.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maturéia (PB);2.15;;2.05;8.49;1.98;8.69;19.31;11.7;22.53;37.33;33.44;46.24;;59.66;35.16;;89.59;70.04;;96.69;95.56;;98.21;98.2;;98.98;99.46;4.86;5.25;4.86;4.81;;;;;;;99.22;112.72;230.63;84.79;51.36;49.87;10.67;;23.66;21.81;;44.67;31.43;11.16;76.49;38.55;36.25;116.8;53.71;54.76;159.64;65.81;73.69;215.0;89.37;122.53;273.47;133.27;168.53;373.33;310.9;375.14;619.56;458.52;551.11;830.65;214.21;253.49;514.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mogeiro (PB);2.74;3.67;2.16;9.48;12.15;9.86;21.24;25.8;24.04;41.71;47.49;48.25;;32.8;32.45;;89.51;61.21;;98.34;94.0;;99.35;97.54;;99.75;99.23;5.65;5.87;5.87;5.75;;;;;;;78.43;132.42;227.05;76.97;60.0;51.19;10.73;24.3;24.47;18.8;44.62;46.8;26.46;56.16;87.45;33.27;70.0;126.67;46.09;90.37;161.02;59.55;113.61;204.0;80.29;143.61;274.87;109.06;176.47;340.0;228.57;347.66;610.05;326.47;466.97;706.53;164.54;294.77;510.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Montadas (PB);3;1.63;2.09;10.02;7.61;10.1;22.53;21.0;26.14;44.12;45.0;51.3;;48.91;47.78;;87.84;74.39;;96.1;95.14;;98.53;98.35;;99.82;99.66;4.77;6.02;9.28;7.28;;;;;;;63.16;145.44;238.17;73.46;50.77;47.86;9.48;11.87;24.88;16.71;31.23;53.33;22.17;43.5;95.43;29.38;61.25;145.0;39.49;97.38;190.94;49.64;141.33;236.67;68.19;174.5;299.66;96.37;228.39;373.33;176.46;399.96;581.95;239.57;526.39;731.43;144.34;308.43;511.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monte Horebe (PB);2.64;1.42;1.87;8.88;7.56;8.71;19.79;19.4;21.91;39.58;39.32;44.15;;44.34;23.07;;87.14;62.39;;96.18;92.89;;97.66;96.89;;98.94;99.01;4.8;5.31;4.78;4.64;;;;;;;118.8;146.18;292.96;78.61;57.69;59.11;15.7;10.37;27.45;25.86;26.03;55.0;37.07;44.89;100.15;47.01;66.37;133.33;64.81;86.56;193.27;93.27;112.73;256.5;117.53;145.54;325.85;160.62;196.51;405.0;358.89;443.54;819.84;526.08;669.46;1177.75;235.05;260.28;520.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monteiro (PB);3.51;2.74;2.57;10.97;9.42;9.46;22.6;20.47;20.95;41.46;39.52;39.5;;13.02;17.61;;80.03;59.32;;92.8;90.15;;96.22;93.83;;98.29;97.21;7.43;8.32;8.95;9.03;;;;;;;130.18;224.67;392.05;73.23;63.12;58.51;22.86;30.79;50.31;37.61;54.66;93.6;48.57;75.08;135.12;60.9;97.6;170.0;75.67;124.06;225.32;94.02;154.02;272.33;122.8;213.98;363.54;166.1;276.55;503.33;381.02;679.43;1125.09;565.68;1036.14;1795.21;246.8;426.04;680.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mulungu (PB);4.2;2.34;2.7;13.36;10.76;11.27;27.49;24.67;25.05;48.87;46.01;48.19;;26.23;25.14;;86.22;55.36;;96.24;95.15;;97.29;97.76;;98.7;99.18;5.34;5.1;4.76;4.61;;;;;;;91.14;156.11;242.9;76.81;57.67;52.36;19.14;18.27;32.76;30.89;42.95;75.0;41.74;65.69;104.13;53.4;84.22;128.0;64.39;108.63;167.38;78.35;137.3;204.0;97.44;166.55;280.99;115.14;202.37;340.0;233.0;421.43;634.45;328.98;590.63;741.47;166.27;294.77;510.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natuba (PB);4.01;3.01;2.03;11.14;10.56;8.23;21.61;23.39;20.91;38.58;44.34;43.36;;29.79;41.9;;90.65;75.99;;97.59;95.69;;98.44;97.82;;99.41;99.51;5.04;5.11;4.66;4.88;;;;;;;102.74;130.95;198.68;77.54;63.46;47.4;20.62;19.72;20.21;30.09;35.0;33.33;36.61;49.43;61.54;43.46;65.4;88.0;53.79;84.0;125.97;67.16;106.19;166.67;87.18;137.14;223.03;111.57;195.21;306.0;315.51;364.45;561.38;492.89;501.44;758.4;177.7;293.46;501.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nazarezinho (PB);3.52;1.91;2.17;11.07;8.08;8.34;23.29;19.88;22.19;43.08;41.03;47.13;;44.4;29.0;;91.48;72.27;;97.05;95.29;;98.58;97.8;;99.54;98.87;4.92;5.14;4.99;4.92;;;;;;;68.69;116.5;213.53;76.01;53.22;38.94;12.07;11.14;23.21;18.8;19.52;33.33;25.95;35.92;65.79;32.91;48.8;103.0;41.96;68.77;147.94;51.04;88.4;200.0;67.96;123.16;266.26;88.69;153.73;340.0;195.48;343.52;580.69;274.21;474.37;689.51;156.78;292.81;510.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nova Floresta (PB);3.91;3.89;2.7;11.48;11.99;10.07;23.3;25.34;23.04;43.04;46.98;45.7;;23.29;23.37;;83.3;66.02;;96.45;91.78;;98.04;95.55;;99.52;98.53;4.98;5.17;5.18;4.99;;;;;;;115.91;165.7;287.45;82.01;60.62;55.79;22.64;32.21;38.79;35.61;51.49;69.0;43.88;67.17;105.9;54.53;84.22;140.0;68.49;110.53;186.47;92.14;141.85;252.0;114.4;179.33;325.67;154.51;235.81;440.0;330.13;439.27;777.61;468.63;597.03;1054.69;225.65;341.62;570.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nova Olinda (PB);1.73;2.01;1.84;7.19;7.46;9.23;16.93;18.03;23.36;37.95;38.0;45.39;;16.85;26.4;;85.07;55.62;;95.41;91.93;;98.11;95.79;;99.36;98.27;4.68;5.01;4.97;4.77;;;;;;;69.68;118.2;255.69;76.5;68.11;51.29;6.03;11.9;23.46;12.26;18.35;43.33;19.0;32.21;94.57;26.86;44.72;130.0;33.94;62.43;180.6;47.01;80.77;218.0;73.25;118.05;281.6;109.49;164.95;357.5;216.18;366.4;693.71;296.63;523.46;979.54;169.24;270.56;522.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nova Palmeira (PB);4.1;3.14;4.2;12.36;11.63;12.62;25.92;26.19;27.1;48.11;48.48;51.02;;46.67;28.52;;90.51;71.26;;96.19;95.43;;98.49;97.73;;98.95;99.35;5.26;5.37;5.53;5.31;;;;;;;101.75;156.73;272.29;80.89;62.09;53.05;20.86;24.63;57.13;34.08;48.8;88.8;42.04;66.5;114.71;56.41;97.6;148.67;68.94;114.14;197.06;87.25;146.41;252.5;112.94;174.69;325.66;144.79;221.07;406.67;263.97;403.71;670.74;353.88;549.01;853.86;209.98;294.77;520.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Olho D'Água (PB);3.47;;1.84;11.1;3.49;7.94;24.08;15.01;20.92;44.93;36.52;43.41;;50.12;28.13;;89.61;69.9;;97.13;94.02;;98.14;96.5;;99.07;98.91;4.71;5.0;5.02;4.57;;;;;;;87.51;99.51;220.96;81.51;58.92;54.59;15.17;;20.36;23.51;;33.5;33.39;17.39;67.34;45.56;36.85;100.0;56.8;57.32;143.47;70.7;73.69;188.67;91.24;106.99;248.44;113.65;147.38;334.0;240.96;315.85;625.89;336.29;432.55;846.6;183.97;249.09;510.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Olivedos (PB);5.34;3.89;2.26;14.67;12.22;9.62;27.42;24.82;24.14;47.55;44.63;49.93;;21.93;15.34;;85.03;54.26;;94.84;92.64;;96.44;96.84;;98.82;99.44;5.17;5.38;5.42;5.45;;;;;;;94.83;192.94;217.32;81.32;65.37;49.05;25.3;37.5;24.58;36.35;63.18;40.0;44.26;80.4;79.99;50.63;95.65;126.0;60.45;121.55;157.75;70.83;147.38;204.0;95.45;191.07;280.23;118.09;229.05;340.0;248.68;534.18;575.1;351.4;786.82;659.67;170.23;332.83;510.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ouro Velho (PB);3.72;3.83;3.4;13.16;11.39;11.93;27.7;25.86;26.13;50.35;48.28;49.47;;11.55;25.34;;85.18;58.7;;96.92;90.08;;98.85;96.62;;100.0;99.16;5.82;6.31;6.53;6.5;;;;;;;86.09;171.46;305.23;77.72;58.86;53.68;16.01;32.81;51.95;28.79;50.75;100.0;40.65;64.86;130.06;47.01;90.77;162.33;62.59;124.05;216.72;76.47;156.82;268.33;97.47;192.2;356.23;117.66;290.86;486.67;213.71;443.37;762.67;295.42;574.28;1008.63;156.7;336.54;572.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Parari (PB);4.05;3.23;1.99;12.21;11.97;10.02;24.66;26.01;25.8;44.47;50.93;49.53;;20.16;30.29;;88.9;61.13;;99.58;93.13;;100.0;96.18;;100.0;99.01;6.34;6.6;6.49;6.5;;;;;;;72.16;175.59;300.27;60.07;49.05;51.53;14.62;28.37;29.81;23.61;55.77;55.5;29.43;76.71;120.59;36.86;93.7;170.0;44.91;123.26;236.93;56.41;156.95;283.33;71.48;218.8;356.3;83.68;291.51;500.0;200.36;430.83;769.0;308.49;560.19;1022.33;108.12;333.81;676.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Passagem (PB);3.13;2.65;2.24;10.87;9.98;10.5;23.61;22.27;23.75;45.4;41.62;46.11;;24.23;14.03;;85.52;46.6;;96.18;89.72;;96.82;95.06;;97.83;99.35;6.34;7.0;6.6;6.94;;;;;;;90.85;171.89;270.29;52.55;61.61;57.59;14.24;22.79;30.23;31.3;39.04;65.45;35.16;62.96;111.65;44.66;84.22;146.17;57.86;105.68;179.05;70.52;139.09;213.5;98.97;166.26;302.26;142.18;227.42;408.6;248.02;501.78;729.17;309.65;729.55;976.5;220.95;294.77;616.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Patos (PB);3.34;3.15;3.64;10.21;9.94;10.86;20.93;20.8;21.95;37.44;38.03;39.46;;3.74;2.81;;65.86;34.73;;86.51;81.76;;90.84;89.06;;95.79;94.53;9.24;9.98;9.92;9.62;;;;;;;223.35;324.87;508.52;83.5;77.92;72.07;37.28;51.13;92.42;56.41;78.08;146.4;76.78;110.4;183.61;94.02;146.28;226.8;119.64;176.39;282.09;146.67;215.71;342.33;184.42;279.76;445.23;238.18;367.38;560.0;698.64;1006.65;1540.87;1084.74;1542.17;2364.66;398.11;637.36;950.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Paulista (PB);4.15;2.56;3.44;11.71;9.71;11.69;22.44;21.31;25.58;38.99;40.89;47.0;;11.06;10.42;;79.01;66.6;;93.56;92.69;;95.3;96.44;;98.62;98.69;5.4;5.88;5.95;5.77;;;;;;;110.95;189.32;308.48;90.38;77.43;65.82;23.05;24.2;53.13;35.26;48.8;87.4;41.9;67.7;127.17;49.83;81.99;163.33;59.54;109.78;214.31;70.83;140.55;260.29;91.82;185.38;330.36;115.51;248.89;425.0;338.42;559.55;823.88;521.41;819.47;1129.1;188.04;358.53;557.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pedra Branca (PB);3.35;2.06;2.09;9.99;7.04;9.49;21.84;17.33;23.89;43.73;38.86;47.73;;7.62;6.06;;87.59;43.45;;98.33;92.14;;99.02;96.35;;99.63;97.19;5.31;5.85;5.63;5.31;;;;;;;67.76;119.55;219.29;73.65;63.0;52.67;11.36;12.29;22.94;17.63;19.52;40.78;22.48;29.77;81.11;31.73;41.83;124.38;40.16;61.52;157.92;50.91;78.08;203.33;74.14;128.73;261.36;114.7;196.51;336.67;190.64;365.46;560.42;249.52;480.81;710.88;159.83;294.77;510.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pedra Lavrada (PB);5.95;2.29;3.0;15.76;11.36;11.53;29.86;26.1;25.31;50.8;47.7;46.71;;34.21;36.0;;89.59;71.32;;97.14;94.84;;98.39;97.45;;99.6;98.74;5.94;6.21;6.18;6.23;;;;;;;89.4;139.78;267.79;84.83;63.33;53.71;26.59;16.01;40.16;36.04;41.83;79.14;43.84;63.42;114.19;53.73;81.99;150.0;63.05;103.0;184.53;78.35;121.59;224.0;93.62;150.94;286.57;112.82;190.33;366.4;219.9;365.56;711.55;303.55;492.83;1051.8;157.48;293.46;514.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pedras de Fogo (PB);4.39;3.86;2.41;12.01;12.44;9.58;23.11;26.02;22.51;40.38;46.59;44.01;;9.21;12.87;;82.49;54.51;;95.16;91.4;;96.67;95.63;;98.53;98.36;11.21;12.41;10.23;10.44;;;;;;;150.94;157.42;273.39;88.44;76.56;64.7;33.15;30.4;32.97;46.35;49.13;63.14;57.47;67.49;97.95;70.52;87.84;133.33;83.78;106.94;176.77;98.05;130.14;220.0;130.36;161.87;293.91;165.32;196.51;380.0;449.94;420.41;764.19;707.02;598.25;1059.22;235.05;294.77;552.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pedro Régis (PB);1.71;1.5;2.23;10.17;9.3;9.5;23.42;23.28;23.05;41.96;45.92;45.77;;52.19;32.87;;93.66;71.66;;98.07;96.13;;99.36;98.89;;100.0;99.8;5.16;5.13;5.09;5.08;;;;;;;76.93;123.7;215.39;81.78;46.78;38.59;6.59;9.28;24.04;20.37;32.53;41.5;32.52;48.24;78.32;45.13;64.74;109.0;50.97;86.44;145.84;62.68;104.44;184.67;71.3;140.03;244.73;86.19;171.78;336.25;223.27;334.49;572.27;335.49;444.87;746.49;136.64;294.77;510.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piancó (PB);3.93;1.81;2.25;11.69;8.43;9.61;24.31;20.31;22.6;45.15;39.39;44.43;;14.07;13.02;;79.22;56.93;;92.34;88.2;;95.18;94.31;;98.33;97.91;6.79;7.6;7.38;6.96;;;;;;;98.86;202.44;321.21;76.99;68.27;62.99;19.44;18.34;36.08;28.21;43.34;78.0;38.32;66.99;118.22;47.89;91.75;165.0;62.4;120.26;208.7;79.92;147.38;255.0;102.98;193.15;350.5;133.04;265.48;477.14;271.13;613.45;896.15;379.76;913.35;1275.62;199.93;386.51;633.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Picuí (PB);3.74;2.56;2.66;11.19;9.49;10.35;22.95;21.23;23.44;41.99;41.3;43.79;;22.04;22.51;;83.11;62.39;;94.45;91.42;;96.53;95.85;;98.29;97.76;5.74;6.13;6.04;5.81;;;;;;;136.51;183.89;326.53;81.98;66.04;56.98;25.52;23.54;43.46;39.96;48.8;86.8;50.87;63.73;125.47;65.81;79.06;166.67;80.27;107.95;213.69;97.15;145.11;255.0;129.91;184.5;332.36;173.94;254.75;432.5;395.98;539.75;925.1;588.53;780.85;1354.84;247.27;358.53;587.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pilar (PB);4.56;3.63;2.32;13.61;11.46;11.23;27.37;24.22;25.22;49.37;43.1;46.75;;16.3;27.47;;83.24;56.09;;96.53;93.95;;98.12;97.69;;99.38;99.38;4.87;4.95;4.84;4.81;;;;;;;94.16;176.31;236.08;79.01;59.69;53.63;21.47;32.04;27.37;35.73;49.13;63.33;42.63;68.96;105.17;53.28;92.72;128.8;64.75;112.49;165.19;80.59;137.3;195.5;103.57;166.41;254.09;129.75;208.22;332.0;238.36;501.64;622.23;319.46;750.18;888.78;196.31;294.77;525.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pilões (PB);3.94;4.0;1.98;11.29;13.17;8.34;23.09;26.79;19.93;42.31;47.62;38.39;;19.2;36.53;;90.3;69.38;;97.38;93.41;;98.66;96.63;;99.78;98.41;6.01;6.0;6.2;6.0;;;;;;;104.45;126.26;259.0;77.94;61.32;56.24;20.57;25.27;25.7;30.09;39.04;50.0;38.41;57.87;82.29;48.46;71.58;110.33;61.58;85.99;150.14;75.22;98.26;185.0;100.4;131.48;238.97;136.76;176.08;305.0;301.27;330.71;802.29;442.42;456.39;1150.35;202.46;248.31;510.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
