Territorialidades;% indivíduos pertencentes ao quinto mais pobre da distribuição dos indivíduos segundo a renda domiciliar per capita 1991;% indivíduos pertencentes ao quinto mais pobre da distribuição dos indivíduos segundo a renda domiciliar per capita 2000;% indivíduos pertencentes ao quinto mais pobre da distribuição dos indivíduos segundo a renda domiciliar per capita 2010;% indivíduos pertencentes aos dois quintos mais pobres da distribuição dos indivíduos segundo a renda domiciliar per capita 1991;% indivíduos pertencentes aos dois quintos mais pobres da distribuição dos indivíduos segundo a renda domiciliar per capita 2000;% indivíduos pertencentes aos dois quintos mais pobres da distribuição dos indivíduos segundo a renda domiciliar per capita 2010;% indivíduos pertencentes aos três quintos mais pobres da distribuição dos indivíduos segundo a renda domiciliar per capita 1991;% indivíduos pertencentes aos três quintos mais pobres da distribuição dos indivíduos segundo a renda domiciliar per capita 2000;% indivíduos pertencentes aos três quintos mais pobres da distribuição dos indivíduos segundo a renda domiciliar per capita 2010;% indivíduos pertencentes aos quatro quintos mais pobres da distribuição dos indivíduos segundo a renda domiciliar per capita 1991;% indivíduos pertencentes aos quatro quintos mais pobres da distribuição dos indivíduos segundo a renda domiciliar per capita 2000;% indivíduos pertencentes aos quatro quintos mais pobres da distribuição dos indivíduos segundo a renda domiciliar per capita 2010;% dos ocupados sem rendimento 1991;% dos ocupados sem rendimento 2000;% dos ocupados sem rendimento 2010;% dos ocupados com rendimento de até 1 salário mínimo 1991;% dos ocupados com rendimento de até 1 salário mínimo 2000;% dos ocupados com rendimento de até 1 salário mínimo 2010;% dos ocupados com rendimento de até 2 salários mínimo 1991;% dos ocupados com rendimento de até 2 salários mínimo 2000;% dos ocupados com rendimento de até 2 salários mínimo 2010;% dos ocupados com rendimento de até 3 salários mínimo 1991;% dos ocupados com rendimento de até 3 salários mínimo 2000;% dos ocupados com rendimento de até 3 salários mínimo 2010;% dos ocupados com rendimento de até 5 salários mínimo 1991;% dos ocupados com rendimento de até 5 salários mínimo 2000;% dos ocupados com rendimento de até 5 salários mínimo 2010;Produto Interno Bruto per capita 2013;Produto Interno Bruto per capita 2014;Produto Interno Bruto per capita 2015;Produto Interno Bruto per capita 2016;Razão 10% mais ricos / 40% mais pobres 2012;Razão 10% mais ricos / 40% mais pobres 2013;Razão 10% mais ricos / 40% mais pobres 2014;Razão 10% mais ricos / 40% mais pobres 2015;Razão 10% mais ricos / 40% mais pobres 2016;Razão 10% mais ricos / 40% mais pobres 2017;Razão 10% mais ricos / 40% mais pobres 2018;Razão 10% mais ricos / 40% mais pobres 2019;Razão 10% mais ricos / 40% mais pobres 2020;Razão 10% mais ricos / 40% mais pobres 2021;Índice de Atkinson - Longevidade 2012;Índice de Atkinson - Longevidade 2013;Índice de Atkinson - Longevidade 2014;Índice de Atkinson - Longevidade 2015;Índice de Atkinson - Longevidade 2016;Índice de Atkinson - Longevidade 2017;Índice de Atkinson - Longevidade 2018;Índice de Atkinson - Longevidade 2019;Índice de Atkinson - Longevidade 2020;Índice de Atkinson - Longevidade 2021;Índice de Atkinson - Educação 2012;Índice de Atkinson - Educação 2013;Índice de Atkinson - Educação 2014;Índice de Atkinson - Educação 2015;Índice de Atkinson - Educação 2016;Índice de Atkinson - Educação 2017;Índice de Atkinson - Educação 2018;Índice de Atkinson - Educação 2019;Índice de Atkinson - Educação 2020;Índice de Atkinson - Educação 2021;Índice de Atkinson - Renda 2012;Índice de Atkinson - Renda 2013;Índice de Atkinson - Renda 2014;Índice de Atkinson - Renda 2015;Índice de Atkinson - Renda 2016;Índice de Atkinson - Renda 2017;Índice de Atkinson - Renda 2018;Índice de Atkinson - Renda 2019;Índice de Atkinson - Renda 2020;Índice de Atkinson - Renda 2021;Renda per capita 1991;Renda per capita 2000;Renda per capita 2010;% da renda proveniente de rendimentos do trabalho 1991;% da renda proveniente de rendimentos do trabalho 2000;% da renda proveniente de rendimentos do trabalho 2010;Renda per capita média do 1º quinto mais pobre 1991;Renda per capita média do 1º quinto mais pobre 2000;Renda per capita média do 1º quinto mais pobre 2010;Renda domiciliar per capita máxima do 1º quinto mais pobre 1991;Renda domiciliar per capita máxima do 1º quinto mais pobre 2000;Renda domiciliar per capita máxima do 1º quinto mais pobre 2010;Renda per capita média do 2º quinto mais pobre 1991;Renda per capita média do 2º quinto mais pobre 2000;Renda per capita média do 2º quinto mais pobre 2010;Renda domiciliar per capita máxima do 2º quinto mais pobre 1991;Renda domiciliar per capita máxima do 2º quinto mais pobre 2000;Renda domiciliar per capita máxima do 2º quinto mais pobre 2010;Renda per capita média do 3º quinto mais pobre 1991;Renda per capita média do 3º quinto mais pobre 2000;Renda per capita média do 3º quinto mais pobre 2010;Renda domiciliar per capita máxima do 3º quinto mais pobre 1991;Renda domiciliar per capita máxima do 3º quinto mais pobre 2000;Renda domiciliar per capita máxima do 3º quinto mais pobre 2010;Renda per capita média do 4º quinto mais pobre 1991;Renda per capita média do 4º quinto mais pobre 2000;Renda per capita média do 4º quinto mais pobre 2010;Renda domiciliar per capita máxima do 4º quinto mais pobre 1991;Renda domiciliar per capita máxima do 4º quinto mais pobre 2000;Renda domiciliar per capita máxima do 4º quinto mais pobre 2010;Renda per capita média do quinto mais rico 1991;Renda per capita média do quinto mais rico 2000;Renda per capita média do quinto mais rico 2010;Renda per capita média do décimo mais rico 1991;Renda per capita média do décimo mais rico 2000;Renda per capita média do décimo mais rico 2010;Renda domiciliar per capita mínima do décimo mais rico 1991;Renda domiciliar per capita mínima do décimo mais rico 2000;Renda domiciliar per capita mínima do décimo mais rico 2010
Dona Inês (PB);3.18;;2.11;10.23;4.52;7.52;20.65;15.52;19.61;37.53;38.16;44.88;;54.2;44.59;;89.95;75.74;;96.71;94.45;;98.1;98.04;;99.66;99.48;4.71;5.0;4.83;4.94;;;;;;;99.59;118.56;208.12;80.7;56.89;42.16;15.83;;21.91;26.86;;30.75;35.09;26.81;56.36;42.44;42.11;91.0;51.89;65.19;125.79;62.68;92.31;170.0;84.09;134.18;263.01;112.82;191.58;340.0;311.05;366.6;597.55;482.24;498.86;687.92;181.15;294.77;510.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Duas Estradas (PB);5.08;2.65;2.34;13.75;9.66;9.67;27.71;20.61;23.85;49.08;41.16;46.59;;33.07;33.24;;85.79;67.87;;95.07;90.12;;97.31;97.0;;98.28;98.93;6.92;7.01;7.24;6.69;;;;;;;89.11;160.36;269.85;70.51;55.81;54.78;22.62;21.24;31.55;29.46;36.6;65.0;38.63;56.25;98.97;47.01;72.88;133.5;62.22;87.76;191.32;77.57;102.81;249.17;95.22;164.82;306.76;117.53;251.26;400.0;226.86;471.75;720.66;310.04;660.77;957.6;181.15;300.62;533.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Emas (PB);4.11;1.36;4.61;11.49;6.86;13.8;23.2;17.37;27.97;42.27;35.72;49.07;;31.57;13.07;;91.99;56.86;;98.14;95.66;;98.94;98.23;;99.44;99.09;5.88;5.85;5.54;5.52;;;;;;;76.37;121.09;251.41;85.65;52.39;60.05;15.68;8.24;57.93;20.89;23.43;89.0;28.21;33.3;115.54;35.26;46.85;139.0;44.7;63.65;178.16;53.73;74.57;211.67;72.83;111.11;265.19;104.05;148.85;330.0;220.44;389.17;645.76;319.74;593.1;883.54;154.66;231.0;507.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Esperança (PB);2.98;2.14;2.53;9.47;8.93;9.88;20.62;20.74;22.62;38.6;39.9;43.18;;32.94;23.2;;82.62;54.14;;94.77;91.88;;97.04;95.24;;98.37;97.74;8.08;8.55;8.2;8.11;;;;;;;138.03;207.9;330.66;82.97;66.42;59.04;20.57;22.29;41.84;30.09;49.13;85.0;44.8;70.49;121.56;58.76;98.09;163.14;76.94;122.85;210.52;95.59;147.38;255.0;124.12;199.12;339.95;164.54;287.93;475.0;423.73;624.75;944.7;637.39;929.94;1368.8;282.06;382.61;596.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fagundes (PB);0.84;0.52;2.2;8.21;6.61;9.31;21.23;18.7;22.67;43.17;40.78;45.58;;52.2;44.25;;88.45;71.85;;96.29;95.56;;98.35;97.91;;99.75;99.32;5.48;5.64;5.64;5.14;;;;;;;75.28;132.14;235.02;74.08;46.17;45.71;3.17;3.45;25.85;17.21;19.52;45.2;27.73;40.22;83.54;37.61;58.84;115.2;49.02;79.89;156.99;62.68;104.86;198.5;82.58;145.89;269.29;112.07;196.51;350.0;213.92;391.23;635.43;291.32;528.87;905.64;171.59;294.77;515.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Frei Martinho (PB);3.61;2.02;2.56;11.51;10.35;9.54;24.14;24.68;21.97;44.57;46.87;40.54;;36.54;20.56;;87.55;63.82;;93.98;91.86;;96.8;95.74;;98.99;98.87;5.51;5.92;6.02;5.68;;;;;;;128.75;181.91;405.38;79.11;63.32;64.04;23.25;18.42;51.95;31.34;49.13;103.33;50.82;75.73;141.51;68.5;98.39;184.0;81.35;130.31;251.84;99.66;156.17;310.0;131.5;201.84;376.39;172.53;247.64;507.5;356.83;483.26;1153.76;514.35;686.61;1886.18;232.04;307.45;585.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gado Bravo (PB);4.56;1.08;1.46;13.65;7.3;6.49;27.08;21.25;19.11;48.86;45.02;42.69;;42.04;56.72;;93.5;78.67;;98.99;96.29;;99.59;97.75;;100.0;99.55;4.6;4.71;4.65;4.55;;;;;;;66.67;103.33;170.29;84.32;48.04;37.79;15.21;5.56;12.46;26.12;19.52;26.8;30.27;32.13;42.78;36.77;48.8;75.0;44.78;72.1;107.47;58.76;97.6;142.5;72.62;122.79;200.8;96.37;149.2;257.14;170.47;284.06;486.75;227.15;379.02;644.19;156.7;234.25;460.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guarabira (PB);3.49;3.47;3.51;10.33;10.95;11.17;20.84;23.13;23.36;37.59;43.27;42.7;;13.19;6.91;;70.66;35.26;;88.61;83.12;;92.27;90.33;;96.67;95.39;9.24;10.74;10.54;10.65;;;;;;;173.4;260.25;430.83;76.11;72.13;70.28;30.25;45.12;75.61;47.01;73.69;126.67;59.32;97.37;164.97;74.04;122.49;205.6;91.07;158.48;262.55;112.04;196.51;319.33;145.27;262.14;416.67;188.04;339.01;510.0;541.09;738.14;1249.74;837.96;1068.19;1809.87;319.67;503.15;855.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gurinhém (PB);5.69;3.01;3.1;16.31;11.61;12.68;30.03;25.45;27.64;50.99;47.24;51.65;;31.66;29.5;;87.96;53.55;;96.42;95.3;;98.28;97.93;;99.57;99.58;6.11;6.14;6.29;6.19;;;;;;;81.62;142.07;235.88;83.92;62.79;55.75;23.23;21.39;36.54;34.47;45.55;80.5;43.35;61.07;113.0;47.25;78.08;139.5;55.99;98.34;176.45;65.81;122.01;224.0;85.5;154.79;283.11;109.06;195.99;355.0;200.01;374.76;570.34;276.56;507.76;687.08;145.42;294.77;510.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gurjão (PB);3.61;4.86;3.61;11.71;14.3;12.98;24.06;27.88;27.82;41.62;49.31;51.01;;9.72;41.68;;84.95;65.07;;95.36;93.59;;97.23;96.84;;98.98;98.93;5.52;5.88;6.0;5.85;;;;;;;113.09;189.83;288.53;73.32;61.96;57.06;20.41;46.14;52.14;35.26;58.56;100.0;45.82;89.62;135.08;56.41;117.13;175.0;69.83;128.83;214.07;86.03;156.17;255.0;99.27;203.46;334.56;123.57;264.51;407.5;330.1;481.11;701.26;508.37;656.63;932.39;181.46;349.42;555.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ibiara (PB);3.48;3.13;1.65;10.65;10.97;7.96;24.03;24.79;21.5;44.93;47.48;45.06;;30.33;26.56;;90.11;62.48;;97.18;91.54;;98.97;96.8;;99.75;98.49;4.83;5.24;5.11;5.14;;;;;;;51.83;128.85;242.08;74.05;51.4;41.29;9.01;20.19;19.94;12.69;34.97;30.0;18.58;50.5;76.4;25.52;64.42;125.0;34.7;89.02;163.9;45.13;114.78;207.33;54.16;146.2;285.18;70.52;188.18;368.4;142.7;338.36;661.77;198.09;454.24;948.2;109.06;278.17;515.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Igaracy (PB);4.35;2.93;2.14;12.5;10.23;9.51;25.58;22.8;23.09;47.82;42.98;45.26;;25.88;25.72;;87.5;64.13;;95.88;92.41;;97.27;96.97;;99.48;98.61;5.42;5.77;5.51;5.42;;;;;;;62.12;144.14;286.68;72.51;57.13;49.82;13.52;21.15;30.66;18.8;39.04;63.43;25.31;52.55;105.64;31.34;70.67;144.5;40.64;90.62;194.71;52.89;109.32;252.67;69.07;145.45;317.74;90.26;217.01;402.0;162.06;410.92;781.62;212.08;550.03;1078.94;133.51;311.68;537.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Imaculada (PB);3.07;;1.95;10.06;5.06;8.57;22.26;18.04;22.85;41.37;41.78;46.69;;57.66;42.41;;89.34;68.19;;98.09;93.84;;99.05;97.87;;99.59;99.08;4.22;4.42;4.22;4.1;;;;;;;76.97;101.74;208.83;84.13;56.51;54.79;11.8;;20.38;20.15;;30.75;26.91;25.73;69.1;35.26;49.13;102.0;46.95;66.03;149.07;62.05;84.22;186.67;73.55;120.77;248.91;91.67;166.9;337.5;225.64;296.18;560.35;339.85;391.3;731.44;134.31;244.01;490.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ingá (PB);4.58;2.52;2.65;13.6;10.16;11.37;27.68;23.06;25.31;49.33;46.65;47.21;;28.26;32.97;;83.0;57.93;;94.75;93.12;;97.64;96.39;;99.57;98.91;5.38;5.64;5.44;5.58;;;;;;;107.51;169.48;282.85;79.01;57.09;51.77;24.6;21.38;37.46;36.42;46.85;84.6;48.47;64.75;123.28;61.11;83.66;155.5;75.71;109.32;197.23;94.02;147.38;253.75;116.36;199.87;309.75;147.59;267.72;392.5;272.38;452.09;748.95;368.84;603.23;1031.57;211.55;352.35;511.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itabaiana (PB);4.15;3.54;3.47;12.16;11.45;11.42;24.98;23.81;24.43;45.64;43.28;47.24;;12.33;13.74;;78.99;51.11;;92.93;89.9;;95.1;94.68;;98.55;97.96;6.73;7.36;7.23;7.0;;;;;;;137.12;203.22;319.34;79.23;66.69;60.98;28.42;35.99;55.38;41.79;62.47;97.5;54.95;80.34;126.92;70.04;98.16;163.0;87.86;125.61;207.83;109.06;147.38;255.0;141.7;197.81;364.18;185.04;263.53;497.43;372.67;576.36;843.9;523.99;836.43;1160.31;300.86;411.89;600.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itaporanga (PB);3.31;1.97;3.01;10.37;8.65;11.06;22.05;20.63;24.79;40.84;40.83;46.55;;10.38;9.25;;77.95;52.06;;91.51;88.53;;94.96;94.08;;98.01;97.34;6.75;7.22;6.98;6.76;;;;;;;114.09;209.61;349.02;75.56;71.46;66.98;18.9;20.65;52.56;30.56;44.9;102.0;40.24;69.98;140.46;51.71;97.6;187.86;66.67;125.59;239.66;83.57;153.24;292.5;107.18;211.72;379.72;135.89;294.11;502.5;337.46;620.1;934.15;505.77;895.56;1318.29;219.38;442.15;680.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itapororoca (PB);4.7;3.41;2.78;13.91;11.51;11.43;27.54;24.52;25.69;46.78;46.05;48.59;;12.51;21.55;;85.1;66.26;;96.65;95.01;;98.29;97.84;;99.15;99.02;5.74;5.78;5.92;5.91;;;;;;;110.18;170.75;235.44;84.08;64.49;54.47;25.87;29.1;32.78;40.29;52.06;63.0;50.75;69.13;101.73;62.68;89.52;132.0;75.1;111.11;167.96;87.75;137.3;203.33;105.98;183.81;269.56;132.19;244.66;340.0;293.2;460.59;609.81;428.06;638.92;741.2;190.39;324.05;510.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itatuba (PB);5.18;2.33;2.54;14.01;10.22;11.08;27.3;24.43;25.02;48.4;47.96;47.54;;35.06;26.14;;88.89;62.23;;97.2;94.49;;99.01;97.9;;100.0;99.29;5.99;6.24;5.9;5.89;;;;;;;99.32;120.89;244.16;83.28;59.16;47.73;25.74;14.09;31.02;37.61;31.23;60.0;43.85;47.66;104.19;52.65;63.44;133.0;66.0;85.95;170.28;83.68;106.28;210.4;104.76;142.2;274.85;135.7;195.21;364.29;256.25;314.57;642.71;359.39;401.85;781.85;172.92;278.17;510.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jacaraú (PB);3.33;1.3;2.03;11.3;8.06;8.69;23.55;20.81;21.37;41.25;42.12;43.31;;42.84;32.24;;90.35;73.36;;96.91;93.14;;98.31;96.42;;99.25;98.67;5.62;5.66;5.57;5.73;;;;;;;95.97;141.23;250.76;73.8;56.47;47.91;15.98;9.2;25.47;28.21;29.28;46.33;38.24;47.71;83.53;47.01;66.76;123.0;58.78;90.03;158.91;69.44;114.78;207.33;84.96;150.53;275.11;112.82;196.51;361.67;281.9;408.7;711.34;431.51;568.98;964.96;160.3;294.77;520.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jericó (PB);4.15;2.23;2.39;11.3;9.69;11.12;23.46;23.0;25.03;44.06;45.66;45.54;;19.4;15.06;;80.02;53.78;;93.87;91.0;;96.39;95.24;;98.62;98.12;5.09;5.47;5.24;5.05;;;;;;;115.05;174.78;290.17;83.57;68.91;50.99;23.88;19.52;34.74;33.58;43.92;80.0;41.15;65.18;126.65;51.28;91.1;164.86;69.92;116.28;201.71;88.6;146.41;253.33;118.51;198.09;297.67;157.48;256.7;360.0;321.77;474.85;781.61;459.21;644.69;1206.24;231.29;392.37;517.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
João Pessoa (PB);2.45;2.43;2.54;7.61;7.57;7.97;16.38;16.47;17.04;33.18;33.77;33.45;;1.71;1.48;;45.37;17.56;;71.26;67.74;;78.63;78.35;;88.38;86.89;16.32;17.59;16.67;15.5;;;;;;;483.07;662.85;964.82;76.89;70.27;73.21;59.15;80.69;122.35;94.02;125.58;195.0;124.6;170.32;262.23;159.83;219.77;338.4;211.86;294.83;437.45;277.36;390.42;550.0;405.74;573.29;791.61;603.78;852.41;1140.67;1614.01;2195.11;3210.6;2410.74;3240.88;4879.21;1132.63;1561.67;2100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Juarez Távora (PB);4.39;3.82;2.55;13.12;12.91;11.35;25.95;27.1;25.93;46.22;49.87;49.43;;32.07;33.04;;85.1;65.8;;96.78;96.16;;97.55;98.69;;99.61;99.56;4.83;5.08;4.93;4.81;;;;;;;116.63;169.79;236.56;80.94;61.17;50.52;25.61;32.44;30.2;39.25;58.56;66.0;50.88;77.15;104.1;61.11;97.6;130.6;74.83;120.44;172.4;90.89;147.38;207.4;118.2;193.31;278.0;152.78;273.29;340.0;313.63;425.59;612.73;455.38;554.44;846.17;200.4;337.71;512.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Juazeirinho (PB);4.64;2.7;2.29;12.82;11.0;10.44;25.23;24.67;24.26;44.49;46.76;46.27;;23.88;37.08;;81.86;64.32;;95.1;94.27;;97.45;97.59;;99.41;99.5;5.05;5.56;5.42;5.32;;;;;;;93.65;150.21;255.68;76.85;64.98;58.32;21.75;20.31;29.22;31.34;46.85;64.0;38.27;62.29;104.2;47.01;78.3;138.0;58.12;102.69;176.71;71.93;126.89;219.2;90.21;165.92;281.38;120.14;215.01;358.33;259.92;399.82;684.2;372.1;539.97;872.44;183.07;294.77;510.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Junco do Seridó (PB);4.55;4.11;3.72;13.53;12.36;13.0;27.32;25.49;27.1;47.46;46.0;48.27;;23.21;16.75;;88.78;53.97;;96.7;92.88;;97.93;96.74;;99.44;98.76;5.63;6.29;6.29;6.56;;;;;;;90.5;148.18;280.15;80.31;66.36;62.55;20.58;30.46;52.12;29.82;48.8;98.8;40.66;61.12;129.91;53.05;74.18;159.0;62.4;97.28;197.52;75.22;117.91;242.0;91.13;151.94;296.55;109.38;193.26;364.0;237.74;400.08;725.54;344.83;564.58;1117.79;168.23;294.11;511.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Juripiranga (PB);5.51;3.35;1.87;15.01;11.4;8.95;29.27;23.92;22.1;50.3;42.43;44.52;;8.57;11.61;;82.15;48.67;;94.55;90.83;;96.6;96.07;;99.02;99.17;6.05;6.24;5.91;6.15;;;;;;;99.53;155.84;235.6;82.61;65.41;54.27;27.44;26.12;22.06;37.61;47.72;44.25;47.27;62.72;83.42;56.41;75.57;118.89;70.95;97.58;154.92;82.74;117.13;192.0;104.68;144.17;264.04;131.63;195.21;354.0;247.32;448.62;652.68;332.33;667.57;858.03;188.04;293.46;511.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Juru (PB);2.76;0.67;1.95;9.8;6.55;8.9;21.68;19.16;23.33;42.91;40.02;46.72;;41.51;24.68;;85.01;58.43;;94.21;91.45;;97.11;96.08;;99.28;98.64;4.57;4.71;4.66;4.77;;;;;;;51.29;126.73;247.78;73.71;62.22;50.84;7.09;4.25;24.17;11.28;19.52;37.33;18.04;37.23;86.15;23.51;58.56;128.0;30.47;79.9;178.78;37.61;98.26;226.67;54.46;132.19;289.68;75.22;195.21;374.0;146.4;380.07;659.55;201.8;525.43;923.94;115.02;294.77;528.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lagoa de Dentro (PB);2.09;2.02;1.97;7.86;9.6;8.85;17.46;24.32;22.28;32.14;48.68;45.48;;33.98;36.35;;89.13;74.74;;97.83;93.57;;98.65;95.95;;99.74;98.62;5.6;5.86;5.86;5.78;;;;;;;113.35;140.1;228.8;83.4;53.45;48.84;11.84;14.14;22.5;23.51;32.21;42.4;32.69;53.12;78.7;40.99;74.83;116.0;54.42;103.07;153.72;62.68;136.65;198.0;83.22;170.68;265.33;109.06;228.07;347.5;384.58;359.48;624.79;636.07;450.83;781.58;163.59;294.77;510.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lagoa (PB);4.37;3.41;2.41;13.75;11.02;11.83;27.3;24.14;27.18;49.14;43.54;51.74;;13.18;31.18;;90.26;64.57;;96.89;95.04;;97.54;98.55;;98.13;99.67;4.67;4.94;4.88;4.76;;;;;;;62.22;140.03;219.92;79.04;66.66;39.39;13.6;23.87;26.45;21.15;41.83;63.33;29.18;53.28;103.63;35.39;68.11;130.4;42.16;91.89;168.75;54.53;110.62;207.33;67.93;135.82;270.05;90.02;156.17;340.0;158.24;395.28;535.09;204.61;592.34;636.99;136.33;247.92;510.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lagoa Seca (PB);3.39;3.2;3.09;9.92;11.12;10.34;19.32;23.39;22.03;33.79;42.73;42.22;;21.41;17.97;;78.99;54.62;;93.61;90.45;;95.57;94.57;;98.5;96.84;6.22;6.17;6.25;6.13;;;;;;;200.74;220.07;380.73;87.42;69.13;70.25;34.0;35.16;58.82;51.71;65.07;103.0;65.58;87.19;138.09;79.92;107.69;170.0;94.32;135.02;222.47;111.96;163.32;277.5;145.22;212.78;384.26;188.04;292.81;503.33;664.58;630.19;1099.72;1103.91;940.01;1648.39;274.23;390.42;680.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lastro (PB);5.3;3.9;2.71;14.75;13.42;12.56;29.48;28.52;29.03;52.6;50.53;52.79;;46.44;27.47;;92.95;69.67;;96.6;93.23;;98.81;98.04;;100.0;99.13;5.52;5.52;5.79;5.72;;;;;;;43.7;108.72;219.67;74.48;45.48;44.82;11.58;21.21;29.79;15.04;35.59;68.0;20.64;51.75;108.1;27.81;68.5;145.71;32.18;82.05;180.9;39.62;98.26;216.67;50.52;119.67;261.0;65.81;157.14;331.43;103.56;268.91;520.34;129.9;355.84;655.47;89.84;215.71;500.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Livramento (PB);1.98;0.32;2.18;7.38;6.27;9.38;18.3;18.19;23.27;36.89;41.01;47.17;;44.6;50.53;;90.31;79.94;;97.87;96.97;;98.95;98.78;;100.0;99.49;4.45;4.78;4.76;4.81;;;;;;;71.04;115.09;207.73;74.0;48.94;41.6;7.03;1.82;22.64;13.43;11.71;37.33;19.19;34.25;74.76;26.86;49.13;105.67;38.8;68.63;144.32;50.18;91.1;182.0;66.02;131.32;248.17;90.92;176.86;332.5;224.18;339.44;540.19;344.3;465.19;678.09;132.8;263.53;510.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Logradouro (PB);5.22;1.71;3.99;15.16;9.65;14.01;30.33;22.35;29.87;50.87;42.35;53.87;;46.11;21.93;;90.6;69.22;;97.59;97.06;;98.87;98.87;;99.32;99.44;5.3;5.25;5.21;5.23;;;;;;;76.64;145.19;236.33;77.11;61.78;54.4;19.99;12.43;47.2;29.06;42.3;92.0;38.09;57.63;118.34;49.2;73.2;144.25;58.13;92.22;187.4;66.4;107.04;225.33;78.71;145.17;283.58;99.07;196.51;353.5;188.26;418.49;547.62;261.07;608.21;685.54;137.9;294.38;520.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lucena (PB);6.05;2.75;3.02;17.1;10.56;10.5;32.86;22.26;22.19;54.66;41.19;40.56;;6.92;8.23;;80.29;44.45;;94.98;89.41;;96.94;94.24;;98.88;96.91;8.99;11.91;11.15;9.61;;;;;;;98.6;157.15;289.29;85.29;64.32;66.07;29.82;21.58;43.67;47.01;46.85;85.71;54.47;61.36;108.18;62.82;73.69;130.0;77.73;91.94;169.08;93.69;110.84;213.33;107.46;148.78;265.7;128.94;195.21;339.4;223.51;462.07;839.75;295.68;680.19;1278.95;188.04;312.33;520.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mãe D'Água (PB);2.41;1.25;2.17;8.23;9.18;8.99;17.73;24.14;23.81;35.62;47.38;48.52;;60.01;46.17;;93.1;76.51;;98.55;96.2;;99.92;98.85;;100.0;99.45;4.88;5.08;4.99;4.94;;;;;;;67.7;106.07;202.88;78.95;44.74;43.36;8.15;6.64;22.0;15.04;24.4;30.0;19.72;42.06;69.2;23.76;58.95;103.67;32.13;79.32;150.3;43.88;98.26;191.67;60.57;123.24;250.68;93.0;151.2;310.4;217.92;279.07;524.02;320.08;370.31;663.38;137.27;234.9;500.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Malta (PB);4.43;2.76;2.54;12.7;9.55;9.59;25.99;20.84;21.07;47.28;41.67;39.37;;15.69;16.15;;75.07;57.99;;90.67;91.26;;94.18;95.27;;98.69;97.61;5.25;5.48;5.57;5.56;;;;;;;106.82;211.34;378.53;76.97;50.95;52.12;23.69;29.17;48.08;31.34;58.56;91.43;44.13;71.71;133.39;59.23;93.21;170.0;70.99;119.38;217.33;88.8;147.38;275.0;113.73;220.03;346.41;156.7;294.77;473.33;281.58;616.4;1146.55;376.16;909.22;1773.65;235.05;390.42;579.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
